Commodity,State,Units,Year,Value,
Wheat,Vermont,Million dollars,2014,0,
Wheat,Vermont,Million dollars,2015,0,
Wheat,Vermont,Million dollars,2016,0,
Wheat,Vermont,Million dollars,2017,0,
Wheat,Vermont,Million dollars,2018,0,
Wheat,Vermont,Million dollars,2019,0,
Wheat,Vermont,Million dollars,2020,0,
Wheat,Vermont,Million dollars,2021,0,
Wheat,Vermont,Million dollars,2022,0,
Beef and veal,Virginia,Million dollars,2000,27.42624879,
Beef and veal,Virginia,Million dollars,2001,29.37272675,
Beef and veal,Virginia,Million dollars,2002,27.10878569,
Beef and veal,Virginia,Million dollars,2003,28.84944618,
Beef and veal,Virginia,Million dollars,2004,5.409964657,
Beef and veal,Virginia,Million dollars,2005,11.42090537,
Beef and veal,Virginia,Million dollars,2006,17.36218126,
Beef and veal,Virginia,Million dollars,2007,21.93391281,
Beef and veal,Virginia,Million dollars,2008,26.06843913,
Beef and veal,Virginia,Million dollars,2009,20.28698126,
Beef and veal,Virginia,Million dollars,2010,29.7661202,
Beef and veal,Virginia,Million dollars,2011,39.49628884,
Beef and veal,Virginia,Million dollars,2012,34.46582297,
Beef and veal,Virginia,Million dollars,2013,51.85685937,
Beef and veal,Virginia,Million dollars,2014,62.73265045,
Beef and veal,Virginia,Million dollars,2015,52.65915255,
Beef and veal,Virginia,Million dollars,2016,41.50504333,
Beef and veal,Virginia,Million dollars,2017,50.88583018,
Beef and veal,Virginia,Million dollars,2018,51.82300955,
Beef and veal,Virginia,Million dollars,2019,41.8419764,
Beef and veal,Virginia,Million dollars,2020,45.42403015,
Beef and veal,Virginia,Million dollars,2021,55.171443,
Beef and veal,Virginia,Million dollars,2022,65.61351337,
Broiler meat,Virginia,Million dollars,2000,46.88980154,
Broiler meat,Virginia,Million dollars,2001,56.14618087,
Broiler meat,Virginia,Million dollars,2002,40.32884158,
Broiler meat,Virginia,Million dollars,2003,43.41826366,
Broiler meat,Virginia,Million dollars,2004,50.28205506,
Broiler meat,Virginia,Million dollars,2005,57.90201716,
Broiler meat,Virginia,Million dollars,2006,49.74815702,
Broiler meat,Virginia,Million dollars,2007,71.26559659,
Broiler meat,Virginia,Million dollars,2008,87.19172909,
Broiler meat,Virginia,Million dollars,2009,83.02771659,
Broiler meat,Virginia,Million dollars,2010,82.14608151,
Broiler meat,Virginia,Million dollars,2011,94.14547734,
Broiler meat,Virginia,Million dollars,2012,109.9807276,
Broiler meat,Virginia,Million dollars,2013,112.9572515,
Broiler meat,Virginia,Million dollars,2014,113.8149527,
Broiler meat,Virginia,Million dollars,2015,82.7202941,
Broiler meat,Virginia,Million dollars,2016,80.60585912,
Broiler meat,Virginia,Million dollars,2017,91.08025785,
Broiler meat,Virginia,Million dollars,2018,92.87675029,
Broiler meat,Virginia,Million dollars,2019,96.62915115,
Broiler meat,Virginia,Million dollars,2020,88.24159789,
Broiler meat,Virginia,Million dollars,2021,113.8995356,
Broiler meat,Virginia,Million dollars,2022,135.9170674,
Corn,Virginia,Million dollars,2000,17.71255647,
Corn,Virginia,Million dollars,2001,20.58639492,
Corn,Virginia,Million dollars,2002,14.43318012,
Corn,Virginia,Million dollars,2003,16.61670884,
Corn,Virginia,Million dollars,2004,28.6438074,
Corn,Virginia,Million dollars,2005,21.07224594,
Corn,Virginia,Million dollars,2006,24.77280186,
Corn,Virginia,Million dollars,2007,29.31965098,
Corn,Virginia,Million dollars,2008,33.96719004,
Corn,Virginia,Million dollars,2009,28.49274738,
Corn,Virginia,Million dollars,2010,26.51323223,
Corn,Virginia,Million dollars,2011,30.89213112,
Corn,Virginia,Million dollars,2012,30.03661721,
Corn,Virginia,Million dollars,2013,22.84889817,
Corn,Virginia,Million dollars,2014,43.43654833,
Corn,Virginia,Million dollars,2015,29.42462267,
Corn,Virginia,Million dollars,2016,37.93816744,
Corn,Virginia,Million dollars,2017,34.17768085,
Corn,Virginia,Million dollars,2018,46.50132906,
Corn,Virginia,Million dollars,2019,29.44427919,
Corn,Virginia,Million dollars,2020,43.21388303,
Corn,Virginia,Million dollars,2021,72.91579987,
Corn,Virginia,Million dollars,2022,72.72627661,
Cotton,Virginia,Million dollars,2000,22.28540626,
Cotton,Virginia,Million dollars,2001,22.77292191,
Cotton,Virginia,Million dollars,2002,14.23911551,
Cotton,Virginia,Million dollars,2003,20.94200429,
Cotton,Virginia,Million dollars,2004,28.69508979,
Cotton,Virginia,Million dollars,2005,27.39474327,
Cotton,Virginia,Million dollars,2006,32.55141654,
Cotton,Virginia,Million dollars,2007,28.63962869,
Cotton,Virginia,Million dollars,2008,25.95423899,
Cotton,Virginia,Million dollars,2009,31.04596828,
Cotton,Virginia,Million dollars,2010,43.39127802,
Cotton,Virginia,Million dollars,2011,64.79804323,
Cotton,Virginia,Million dollars,2012,71.41906268,
Cotton,Virginia,Million dollars,2013,63.23142449,
Cotton,Virginia,Million dollars,2014,49.96260521,
Cotton,Virginia,Million dollars,2015,53.07602391,
Cotton,Virginia,Million dollars,2016,30.48918258,
Cotton,Virginia,Million dollars,2017,39.88181784,
Cotton,Virginia,Million dollars,2018,60.44265144,
Cotton,Virginia,Million dollars,2019,66.0189372,
Cotton,Virginia,Million dollars,2020,63.28965609,
Cotton,Virginia,Million dollars,2021,50.93419517,
Cotton,Virginia,Million dollars,2022,102.3172529,
Dairy products,Virginia,Million dollars,2000,13.11947987,
Dairy products,Virginia,Million dollars,2001,13.97188618,
Dairy products,Virginia,Million dollars,2002,12.17248283,
Dairy products,Virginia,Million dollars,2003,11.56141879,
Dairy products,Virginia,Million dollars,2004,16.37022594,
Dairy products,Virginia,Million dollars,2005,17.69089526,
Dairy products,Virginia,Million dollars,2006,20.97777659,
Dairy products,Virginia,Million dollars,2007,31.34036803,
Dairy products,Virginia,Million dollars,2008,39.97079282,
Dairy products,Virginia,Million dollars,2009,24.6477288,
Dairy products,Virginia,Million dollars,2010,39.14436545,
Dairy products,Virginia,Million dollars,2011,47.89306818,
Dairy products,Virginia,Million dollars,2012,49.39969075,
Dairy products,Virginia,Million dollars,2013,66.00160352,
Dairy products,Virginia,Million dollars,2014,68.65583043,
Dairy products,Virginia,Million dollars,2015,49.98542861,
Dairy products,Virginia,Million dollars,2016,41.85100185,
Dairy products,Virginia,Million dollars,2017,47.37571609,
Dairy products,Virginia,Million dollars,2018,44.20928478,
Dairy products,Virginia,Million dollars,2019,42.3125941,
Dairy products,Virginia,Million dollars,2020,47.55576386,
Dairy products,Virginia,Million dollars,2021,54.16809146,
Dairy products,Virginia,Million dollars,2022,65.96278015,
Feeds and other feed grains,Virginia,Million dollars,2000,16.45949029,
Feeds and other feed grains,Virginia,Million dollars,2001,18.72174986,
Feeds and other feed grains,Virginia,Million dollars,2002,12.74872489,
Feeds and other feed grains,Virginia,Million dollars,2003,15.39838701,
Feeds and other feed grains,Virginia,Million dollars,2004,18.06555428,
Feeds and other feed grains,Virginia,Million dollars,2005,18.80870805,
Feeds and other feed grains,Virginia,Million dollars,2006,16.69393016,
Feeds and other feed grains,Virginia,Million dollars,2007,17.60621932,
Feeds and other feed grains,Virginia,Million dollars,2008,23.92161744,
Feeds and other feed grains,Virginia,Million dollars,2009,23.81267097,
Feeds and other feed grains,Virginia,Million dollars,2010,24.73680279,
Feeds and other feed grains,Virginia,Million dollars,2011,28.47340444,
Feeds and other feed grains,Virginia,Million dollars,2012,36.15015276,
Feeds and other feed grains,Virginia,Million dollars,2013,45.03293173,
Feeds and other feed grains,Virginia,Million dollars,2014,53.78794611,
Feeds and other feed grains,Virginia,Million dollars,2015,53.72473598,
Feeds and other feed grains,Virginia,Million dollars,2016,47.49139565,
Feeds and other feed grains,Virginia,Million dollars,2017,44.38926985,
Feeds and other feed grains,Virginia,Million dollars,2018,45.88260394,
Feeds and other feed grains,Virginia,Million dollars,2019,42.37371902,
Feeds and other feed grains,Virginia,Million dollars,2020,55.65757509,
Feeds and other feed grains,Virginia,Million dollars,2021,55.39030909,
Feeds and other feed grains,Virginia,Million dollars,2022,61.92139338,
"Fruits, fresh",Virginia,Million dollars,2000,8.709827387,
"Fruits, fresh",Virginia,Million dollars,2001,9.415908568,
"Fruits, fresh",Virginia,Million dollars,2002,8.960329019,
"Fruits, fresh",Virginia,Million dollars,2003,8.12637753,
"Fruits, fresh",Virginia,Million dollars,2004,9.680028462,
"Fruits, fresh",Virginia,Million dollars,2005,11.45535074,
"Fruits, fresh",Virginia,Million dollars,2006,8.869316402,
"Fruits, fresh",Virginia,Million dollars,2007,8.851009649,
"Fruits, fresh",Virginia,Million dollars,2008,12.84810564,
"Fruits, fresh",Virginia,Million dollars,2009,11.82398996,
"Fruits, fresh",Virginia,Million dollars,2010,11.66950988,
"Fruits, fresh",Virginia,Million dollars,2011,14.27125297,
"Fruits, fresh",Virginia,Million dollars,2012,21.4070757,
"Fruits, fresh",Virginia,Million dollars,2013,13.30894038,
"Fruits, fresh",Virginia,Million dollars,2014,14.25158203,
"Fruits, fresh",Virginia,Million dollars,2015,13.73418098,
"Fruits, fresh",Virginia,Million dollars,2016,11.85759589,
"Fruits, fresh",Virginia,Million dollars,2017,15.41947882,
"Fruits, fresh",Virginia,Million dollars,2018,8.439785502,
"Fruits, fresh",Virginia,Million dollars,2019,7.638435724,
"Fruits, fresh",Virginia,Million dollars,2020,7.918476133,
"Fruits, fresh",Virginia,Million dollars,2021,8.077582313,
"Fruits, fresh",Virginia,Million dollars,2022,10.61515163,
"Fruits, processed",Virginia,Million dollars,2000,7.999340684,
"Fruits, processed",Virginia,Million dollars,2001,8.278847237,
"Fruits, processed",Virginia,Million dollars,2002,7.897226539,
"Fruits, processed",Virginia,Million dollars,2003,7.189276255,
"Fruits, processed",Virginia,Million dollars,2004,9.213318754,
"Fruits, processed",Virginia,Million dollars,2005,9.37070329,
"Fruits, processed",Virginia,Million dollars,2006,8.199788126,
"Fruits, processed",Virginia,Million dollars,2007,8.425976229,
"Fruits, processed",Virginia,Million dollars,2008,11.83299884,
"Fruits, processed",Virginia,Million dollars,2009,10.4584757,
"Fruits, processed",Virginia,Million dollars,2010,10.3602816,
"Fruits, processed",Virginia,Million dollars,2011,13.21213265,
"Fruits, processed",Virginia,Million dollars,2012,18.39048551,
"Fruits, processed",Virginia,Million dollars,2013,11.80370473,
"Fruits, processed",Virginia,Million dollars,2014,12.85955183,
"Fruits, processed",Virginia,Million dollars,2015,13.46077968,
"Fruits, processed",Virginia,Million dollars,2016,11.20450639,
"Fruits, processed",Virginia,Million dollars,2017,13.43705729,
"Fruits, processed",Virginia,Million dollars,2018,7.213656838,
"Fruits, processed",Virginia,Million dollars,2019,6.624343928,
"Fruits, processed",Virginia,Million dollars,2020,6.575979005,
"Fruits, processed",Virginia,Million dollars,2021,7.078484886,
"Fruits, processed",Virginia,Million dollars,2022,10.730029,
Grain products,Virginia,Million dollars,2000,7.649335482,
Grain products,Virginia,Million dollars,2001,8.399201252,
Grain products,Virginia,Million dollars,2002,7.382800439,
Grain products,Virginia,Million dollars,2003,8.47118957,
Grain products,Virginia,Million dollars,2004,11.3269316,
Grain products,Virginia,Million dollars,2005,12.38389246,
Grain products,Virginia,Million dollars,2006,12.03847074,
Grain products,Virginia,Million dollars,2007,12.94842366,
Grain products,Virginia,Million dollars,2008,13.48460891,
Grain products,Virginia,Million dollars,2009,15.21553748,
Grain products,Virginia,Million dollars,2010,13.21138692,
Grain products,Virginia,Million dollars,2011,15.92659725,
Grain products,Virginia,Million dollars,2012,20.69592821,
Grain products,Virginia,Million dollars,2013,23.01211965,
Grain products,Virginia,Million dollars,2014,24.89528978,
Grain products,Virginia,Million dollars,2015,19.27066167,
Grain products,Virginia,Million dollars,2016,19.0587942,
Grain products,Virginia,Million dollars,2017,17.94491945,
Grain products,Virginia,Million dollars,2018,17.93639269,
Grain products,Virginia,Million dollars,2019,18.37980888,
Grain products,Virginia,Million dollars,2020,21.2457594,
Grain products,Virginia,Million dollars,2021,18.31290858,
Grain products,Virginia,Million dollars,2022,21.59445317,
Hides and skins,Virginia,Million dollars,2000,10.63371288,
Hides and skins,Virginia,Million dollars,2001,14.76135596,
Hides and skins,Virginia,Million dollars,2002,13.41423445,
Hides and skins,Virginia,Million dollars,2003,12.42619293,
Hides and skins,Virginia,Million dollars,2004,10.87853802,
Hides and skins,Virginia,Million dollars,2005,12.63971776,
Hides and skins,Virginia,Million dollars,2006,15.82360844,
Hides and skins,Virginia,Million dollars,2007,15.91642431,
Hides and skins,Virginia,Million dollars,2008,14.50439174,
Hides and skins,Virginia,Million dollars,2009,8.476391185,
Hides and skins,Virginia,Million dollars,2010,14.42393011,
Hides and skins,Virginia,Million dollars,2011,16.29359624,
Hides and skins,Virginia,Million dollars,2012,14.77598334,
Hides and skins,Virginia,Million dollars,2013,21.26862663,
Hides and skins,Virginia,Million dollars,2014,20.96043195,
Hides and skins,Virginia,Million dollars,2015,17.25457622,
Hides and skins,Virginia,Million dollars,2016,10.667672,
Hides and skins,Virginia,Million dollars,2017,11.05628935,
Hides and skins,Virginia,Million dollars,2018,7.620312225,
Hides and skins,Virginia,Million dollars,2019,4.833354237,
Hides and skins,Virginia,Million dollars,2020,4.292832637,
Hides and skins,Virginia,Million dollars,2021,5.270998495,
Hides and skins,Virginia,Million dollars,2022,5.304423932,
Other livestock products,Virginia,Million dollars,2000,81.22349839,
Other livestock products,Virginia,Million dollars,2001,87.31181619,
Other livestock products,Virginia,Million dollars,2002,95.44379045,
Other livestock products,Virginia,Million dollars,2003,129.867881,
Other livestock products,Virginia,Million dollars,2004,75.14644971,
Other livestock products,Virginia,Million dollars,2005,74.75640253,
Other livestock products,Virginia,Million dollars,2006,78.87768874,
Other livestock products,Virginia,Million dollars,2007,98.07264957,
Other livestock products,Virginia,Million dollars,2008,136.0614384,
Other livestock products,Virginia,Million dollars,2009,106.3853401,
Other livestock products,Virginia,Million dollars,2010,137.7618203,
Other livestock products,Virginia,Million dollars,2011,149.529667,
Other livestock products,Virginia,Million dollars,2012,138.8692051,
Other livestock products,Virginia,Million dollars,2013,123.2542486,
Other livestock products,Virginia,Million dollars,2014,117.0142572,
Other livestock products,Virginia,Million dollars,2015,106.4279213,
Other livestock products,Virginia,Million dollars,2016,103.0313607,
Other livestock products,Virginia,Million dollars,2017,116.9228802,
Other livestock products,Virginia,Million dollars,2018,126.770343,
Other livestock products,Virginia,Million dollars,2019,132.7546826,
Other livestock products,Virginia,Million dollars,2020,145.6233395,
Other livestock products,Virginia,Million dollars,2021,177.269292,
Other livestock products,Virginia,Million dollars,2022,167.547123,
Other oilseeds and products,Virginia,Million dollars,2000,32.52280332,
Other oilseeds and products,Virginia,Million dollars,2001,41.93429112,
Other oilseeds and products,Virginia,Million dollars,2002,23.69795221,
Other oilseeds and products,Virginia,Million dollars,2003,12.19669498,
Other oilseeds and products,Virginia,Million dollars,2004,12.86657481,
Other oilseeds and products,Virginia,Million dollars,2005,6.956065021,
Other oilseeds and products,Virginia,Million dollars,2006,6.806510113,
Other oilseeds and products,Virginia,Million dollars,2007,7.206518496,
Other oilseeds and products,Virginia,Million dollars,2008,3.935382278,
Other oilseeds and products,Virginia,Million dollars,2009,9.179535071,
Other oilseeds and products,Virginia,Million dollars,2010,2.787451701,
Other oilseeds and products,Virginia,Million dollars,2011,5.602121349,
Other oilseeds and products,Virginia,Million dollars,2012,11.45745345,
Other oilseeds and products,Virginia,Million dollars,2013,17.45553888,
Other oilseeds and products,Virginia,Million dollars,2014,16.59964256,
Other oilseeds and products,Virginia,Million dollars,2015,12.38605587,
Other oilseeds and products,Virginia,Million dollars,2016,14.66773975,
Other oilseeds and products,Virginia,Million dollars,2017,15.71979974,
Other oilseeds and products,Virginia,Million dollars,2018,16.75054923,
Other oilseeds and products,Virginia,Million dollars,2019,19.57233295,
Other oilseeds and products,Virginia,Million dollars,2020,20.91687698,
Other oilseeds and products,Virginia,Million dollars,2021,21.21113318,
Other oilseeds and products,Virginia,Million dollars,2022,20.838031,
Other plant products,Virginia,Million dollars,2000,57.61508512,
Other plant products,Virginia,Million dollars,2001,33.67309229,
Other plant products,Virginia,Million dollars,2002,69.78425195,
Other plant products,Virginia,Million dollars,2003,73.7337735,
Other plant products,Virginia,Million dollars,2004,77.44690983,
Other plant products,Virginia,Million dollars,2005,82.09047073,
Other plant products,Virginia,Million dollars,2006,90.10148023,
Other plant products,Virginia,Million dollars,2007,102.3509989,
Other plant products,Virginia,Million dollars,2008,127.2198894,
Other plant products,Virginia,Million dollars,2009,131.5742614,
Other plant products,Virginia,Million dollars,2010,144.1364397,
Other plant products,Virginia,Million dollars,2011,162.9189822,
Other plant products,Virginia,Million dollars,2012,176.6386221,
Other plant products,Virginia,Million dollars,2013,174.0379507,
Other plant products,Virginia,Million dollars,2014,184.8225068,
Other plant products,Virginia,Million dollars,2015,184.5274046,
Other plant products,Virginia,Million dollars,2016,203.3089657,
Other plant products,Virginia,Million dollars,2017,230.7818951,
Other plant products,Virginia,Million dollars,2018,263.0462047,
Other plant products,Virginia,Million dollars,2019,264.1144521,
Other plant products,Virginia,Million dollars,2020,284.0410228,
Other plant products,Virginia,Million dollars,2021,266.5225818,
Other plant products,Virginia,Million dollars,2022,263.8937138,
Other poultry products,Virginia,Million dollars,2000,31.63900302,
Other poultry products,Virginia,Million dollars,2001,31.09706707,
Other poultry products,Virginia,Million dollars,2002,22.96805177,
Other poultry products,Virginia,Million dollars,2003,25.87690591,
Other poultry products,Virginia,Million dollars,2004,26.31121634,
Other poultry products,Virginia,Million dollars,2005,41.06404519,
Other poultry products,Virginia,Million dollars,2006,41.18725309,
Other poultry products,Virginia,Million dollars,2007,42.77245005,
Other poultry products,Virginia,Million dollars,2008,41.99885202,
Other poultry products,Virginia,Million dollars,2009,42.72245374,
Other poultry products,Virginia,Million dollars,2010,54.66988448,
Other poultry products,Virginia,Million dollars,2011,64.59275005,
Other poultry products,Virginia,Million dollars,2012,63.52733528,
Other poultry products,Virginia,Million dollars,2013,60.34468006,
Other poultry products,Virginia,Million dollars,2014,68.28510465,
Other poultry products,Virginia,Million dollars,2015,48.78204311,
Other poultry products,Virginia,Million dollars,2016,68.05118808,
Other poultry products,Virginia,Million dollars,2017,60.2569541,
Other poultry products,Virginia,Million dollars,2018,45.76557332,
Other poultry products,Virginia,Million dollars,2019,57.49477038,
Other poultry products,Virginia,Million dollars,2020,60.80752237,
Other poultry products,Virginia,Million dollars,2021,76.16611685,
Other poultry products,Virginia,Million dollars,2022,61.47764343,
Pork,Virginia,Million dollars,2000,5.546933366,
Pork,Virginia,Million dollars,2001,6.045602334,
Pork,Virginia,Million dollars,2002,6.945185096,
Pork,Virginia,Million dollars,2003,7.637307903,
Pork,Virginia,Million dollars,2004,10.50744874,
Pork,Virginia,Million dollars,2005,8.682291327,
Pork,Virginia,Million dollars,2006,14.10867627,
Pork,Virginia,Million dollars,2007,12.45049785,
Pork,Virginia,Million dollars,2008,17.32987553,
Pork,Virginia,Million dollars,2009,14.59201816,
Pork,Virginia,Million dollars,2010,16.71856256,
Pork,Virginia,Million dollars,2011,16.84773278,
Pork,Virginia,Million dollars,2012,15.59109698,
Pork,Virginia,Million dollars,2013,13.32041771,
Pork,Virginia,Million dollars,2014,14.49153647,
Pork,Virginia,Million dollars,2015,12.78302127,
Pork,Virginia,Million dollars,2016,13.73525897,
Pork,Virginia,Million dollars,2017,14.24876556,
Pork,Virginia,Million dollars,2018,13.36275226,
Pork,Virginia,Million dollars,2019,20.37394873,
Pork,Virginia,Million dollars,2020,23.04406258,
Pork,Virginia,Million dollars,2021,21.13881217,
Pork,Virginia,Million dollars,2022,18.69414779,
Rice,Virginia,Million dollars,2000,0,
Rice,Virginia,Million dollars,2001,0,
Rice,Virginia,Million dollars,2002,0,
Rice,Virginia,Million dollars,2003,0,
Rice,Virginia,Million dollars,2004,0,
Rice,Virginia,Million dollars,2005,0,
Rice,Virginia,Million dollars,2006,0,
Rice,Virginia,Million dollars,2007,0,
Rice,Virginia,Million dollars,2008,0,
Rice,Virginia,Million dollars,2009,0,
Rice,Virginia,Million dollars,2010,0,
Rice,Virginia,Million dollars,2011,0,
Rice,Virginia,Million dollars,2012,0,
Rice,Virginia,Million dollars,2013,0,
Rice,Virginia,Million dollars,2014,0,
Rice,Virginia,Million dollars,2015,0,
Rice,Virginia,Million dollars,2016,0,
Rice,Virginia,Million dollars,2017,0,
Rice,Virginia,Million dollars,2018,0,
Rice,Virginia,Million dollars,2019,0,
Rice,Virginia,Million dollars,2020,0,
Rice,Virginia,Million dollars,2021,0,
Rice,Virginia,Million dollars,2022,0,
Soybean meal,Virginia,Million dollars,2000,7.007013966,
Soybean meal,Virginia,Million dollars,2001,9.65446868,
Soybean meal,Virginia,Million dollars,2002,6.449346075,
Soybean meal,Virginia,Million dollars,2003,6.159900925,
Soybean meal,Virginia,Million dollars,2004,10.02351442,
Soybean meal,Virginia,Million dollars,2005,9.059150493,
Soybean meal,Virginia,Million dollars,2006,8.412136496,
Soybean meal,Virginia,Million dollars,2007,13.14512446,
Soybean meal,Virginia,Million dollars,2008,17.0128954,
Soybean meal,Virginia,Million dollars,2009,20.68117074,
Soybean meal,Virginia,Million dollars,2010,19.08038108,
Soybean meal,Virginia,Million dollars,2011,17.61502476,
Soybean meal,Virginia,Million dollars,2012,34.62561571,
Soybean meal,Virginia,Million dollars,2013,40.02390982,
Soybean meal,Virginia,Million dollars,2014,33.7858978,
Soybean meal,Virginia,Million dollars,2015,27.89696015,
Soybean meal,Virginia,Million dollars,2016,20.66524973,
Soybean meal,Virginia,Million dollars,2017,21.09291033,
Soybean meal,Virginia,Million dollars,2018,28.3170774,
Soybean meal,Virginia,Million dollars,2019,23.35179999,
Soybean meal,Virginia,Million dollars,2020,28.97420746,
Soybean meal,Virginia,Million dollars,2021,33.65139555,
Soybean meal,Virginia,Million dollars,2022,34.93805605,
Soybeans,Virginia,Million dollars,2000,28.86418144,
Soybeans,Virginia,Million dollars,2001,34.89189301,
Soybeans,Virginia,Million dollars,2002,27.23503061,
Soybeans,Virginia,Million dollars,2003,38.50423376,
Soybeans,Virginia,Million dollars,2004,51.28011866,
Soybeans,Virginia,Million dollars,2005,38.19380814,
Soybeans,Virginia,Million dollars,2006,35.00979539,
Soybeans,Virginia,Million dollars,2007,60.67956739,
Soybeans,Virginia,Million dollars,2008,82.01520298,
Soybeans,Virginia,Million dollars,2009,97.026677,
Soybeans,Virginia,Million dollars,2010,101.0102527,
Soybeans,Virginia,Million dollars,2011,96.27181631,
Soybeans,Virginia,Million dollars,2012,175.3644983,
Soybeans,Virginia,Million dollars,2013,158.711745,
Soybeans,Virginia,Million dollars,2014,146.6436641,
Soybeans,Virginia,Million dollars,2015,109.7332191,
Soybeans,Virginia,Million dollars,2016,115.5642908,
Soybeans,Virginia,Million dollars,2017,116.1412038,
Soybeans,Virginia,Million dollars,2018,94.74372822,
Soybeans,Virginia,Million dollars,2019,100.1230092,
Soybeans,Virginia,Million dollars,2020,156.5367721,
Soybeans,Virginia,Million dollars,2021,164.4040021,
Soybeans,Virginia,Million dollars,2022,196.1897451,
Tobacco,Virginia,Million dollars,2000,297.5028908,
Tobacco,Virginia,Million dollars,2001,262.774671,
Tobacco,Virginia,Million dollars,2002,209.9153074,
Tobacco,Virginia,Million dollars,2003,161.0087135,
Tobacco,Virginia,Million dollars,2004,186.8845997,
Tobacco,Virginia,Million dollars,2005,126.4200417,
Tobacco,Virginia,Million dollars,2006,153.6850342,
Tobacco,Virginia,Million dollars,2007,128.9434826,
Tobacco,Virginia,Million dollars,2008,117.2686689,
Tobacco,Virginia,Million dollars,2009,90.4699533,
Tobacco,Virginia,Million dollars,2010,103.2368716,
Tobacco,Virginia,Million dollars,2011,123.8423434,
Tobacco,Virginia,Million dollars,2012,111.5370675,
Tobacco,Virginia,Million dollars,2013,118.6735905,
Tobacco,Virginia,Million dollars,2014,100.4201035,
Tobacco,Virginia,Million dollars,2015,110.3064752,
Tobacco,Virginia,Million dollars,2016,123.3314171,
Tobacco,Virginia,Million dollars,2017,95.51162882,
Tobacco,Virginia,Million dollars,2018,96.43664529,
Tobacco,Virginia,Million dollars,2019,66.91183391,
Tobacco,Virginia,Million dollars,2020,55.204482,
Tobacco,Virginia,Million dollars,2021,71.64433859,
Tobacco,Virginia,Million dollars,2022,73.98288464,
Total agricultural exports,Virginia,Million dollars,2000,764.9633625,
Total agricultural exports,Virginia,Million dollars,2001,757.1497131,
Total agricultural exports,Virginia,Million dollars,2002,671.8709565,
Total agricultural exports,Virginia,Million dollars,2003,672.9817584,
Total agricultural exports,Virginia,Million dollars,2004,706.1419099,
Total agricultural exports,Virginia,Million dollars,2005,647.717008,
Total agricultural exports,Virginia,Million dollars,2006,705.698217,
Total agricultural exports,Virginia,Million dollars,2007,803.1057991,
Total agricultural exports,Virginia,Million dollars,2008,954.2961689,
Total agricultural exports,Virginia,Million dollars,2009,851.3048291,
Total agricultural exports,Virginia,Million dollars,2010,946.5084731,
Total agricultural exports,Virginia,Million dollars,2011,1117.75241,
Total agricultural exports,Virginia,Million dollars,2012,1247.479505,
Total agricultural exports,Virginia,Million dollars,2013,1272.43367,
Total agricultural exports,Virginia,Million dollars,2014,1261.000175,
Total agricultural exports,Virginia,Million dollars,2015,1086.883507,
Total agricultural exports,Virginia,Million dollars,2016,1067.460909,
Total agricultural exports,Virginia,Million dollars,2017,1112.13375,
Total agricultural exports,Virginia,Million dollars,2018,1136.352458,
Total agricultural exports,Virginia,Million dollars,2019,1088.914376,
Total agricultural exports,Virginia,Million dollars,2020,1212.11478,
Total agricultural exports,Virginia,Million dollars,2021,1337.319489,
Total agricultural exports,Virginia,Million dollars,2022,1464.746774,
Total animal products,Virginia,Million dollars,2000,216.4786779,
Total animal products,Virginia,Million dollars,2001,238.7066354,
Total animal products,Virginia,Million dollars,2002,218.3813719,
Total animal products,Virginia,Million dollars,2003,259.6374163,
Total animal products,Virginia,Million dollars,2004,194.9058985,
Total animal products,Virginia,Million dollars,2005,224.1562746,
Total animal products,Virginia,Million dollars,2006,238.0853414,
Total animal products,Virginia,Million dollars,2007,293.7518992,
Total animal products,Virginia,Million dollars,2008,363.1255188,
Total animal products,Virginia,Million dollars,2009,300.1386298,
Total animal products,Virginia,Million dollars,2010,374.6307646,
Total animal products,Virginia,Million dollars,2011,428.7985804,
Total animal products,Virginia,Million dollars,2012,426.609862,
Total animal products,Virginia,Million dollars,2013,449.0036874,
Total animal products,Virginia,Million dollars,2014,465.9547639,
Total animal products,Virginia,Million dollars,2015,370.6124372,
Total animal products,Virginia,Million dollars,2016,359.447384,
Total animal products,Virginia,Million dollars,2017,391.8266933,
Total animal products,Virginia,Million dollars,2018,382.4280255,
Total animal products,Virginia,Million dollars,2019,396.2404776,
Total animal products,Virginia,Million dollars,2020,414.989149,
Total animal products,Virginia,Million dollars,2021,503.0842896,
Total animal products,Virginia,Million dollars,2022,520.516699,
Total plant products,Virginia,Million dollars,2000,548.4846846,
Total plant products,Virginia,Million dollars,2001,518.4430777,
Total plant products,Virginia,Million dollars,2002,453.4895846,
Total plant products,Virginia,Million dollars,2003,413.3443421,
Total plant products,Virginia,Million dollars,2004,511.2360114,
Total plant products,Virginia,Million dollars,2005,423.5607334,
Total plant products,Virginia,Million dollars,2006,467.6128756,
Total plant products,Virginia,Million dollars,2007,509.3538999,
Total plant products,Virginia,Million dollars,2008,591.1706501,
Total plant products,Virginia,Million dollars,2009,551.1661993,
Total plant products,Virginia,Million dollars,2010,571.8777085,
Total plant products,Virginia,Million dollars,2011,688.9538292,
Total plant products,Virginia,Million dollars,2012,820.869643,
Total plant products,Virginia,Million dollars,2013,823.429983,
Total plant products,Virginia,Million dollars,2014,795.0454108,
Total plant products,Virginia,Million dollars,2015,716.2710696,
Total plant products,Virginia,Million dollars,2016,708.0135255,
